name,status,nvar,nvar_bin,nvar_int,nvar_cont,ncons,nnz,group,obj,tags
neos-4954357-bednja,easy,3885,1231,0,2654,9641,49441,neos-pseudoapplication-59,Unbounded,numerics precedence variable_bound set_packing mixed_binary
neos-4954672-berkel,hard,1533,630,0,903,1848,8007,neos-pseudoapplication-43,2612710,benchmark benchmark_suitable aggregations variable_bound mixed_binary
neos-4960896-besbre,easy,6149,1809,0,4340,14793,98690,neos-pseudoapplication-59,Unbounded,numerics precedence variable_bound set_packing mixed_binary
neos-4966126-blavet,easy,37885,2516,0,35369,109265,320933,neos-pseudoapplication-59,Unbounded,numerics aggregations precedence variable_bound set_packing mixed_binary
neos-4966258-blicks,easy,196788,6708,0,190080,270816,975084,neos-pseudoapplication-85,556,benchmark_suitable aggregations variable_bound set_partitioning cardinality mixed_binary
neos-4971100-bodrog,easy,11929,1980,0,9949,14998,97827,neos-pseudoapplication-20,-1.192092895508E-07,numerics aggregations precedence variable_bound mixed_binary
neos-4972437-bojana,easy,293268,8148,0,285120,408192,1746396,neos-pseudoapplication-85,427,benchmark_suitable aggregations variable_bound set_partitioning cardinality invariant_knapsack mixed_binary
neos-4972461-bolong,easy,245028,7428,0,237600,341424,1456692,neos-pseudoapplication-85,534,benchmark_suitable aggregations variable_bound set_partitioning cardinality invariant_knapsack mixed_binary
neos-4976951-bunnoo,easy,293268,8148,0,285120,408336,1746684,neos-pseudoapplication-85,454,benchmark_suitable aggregations variable_bound set_partitioning cardinality invariant_knapsack mixed_binary
neos-4984115-canche,easy,268859,0,65,268794,180214,1351945,neos-pseudoapplication-69,-9946659.921,numerics aggregations variable_bound mixed_binary general_linear
neos-498623,easy,9861,8500,0,1361,2047,148434,neos-pseudoapplication-5,16.6,benchmark_suitable aggregations variable_bound set_partitioning set_packing mixed_binary general_linear
neos-5013590-toitoi,easy,27061,27060,0,1,53957,134480,neos-pseudoapplication-106,3772.4527499,benchmark_suitable precedence variable_bound set_partitioning cardinality
neos-5018451-chiese,easy,265713,1222,244,264247,170175,1249955,neos-pseudoapplication-69,-147988824.81,numerics aggregations variable_bound mixed_binary general_linear
neos-503737,easy,2850,2500,0,350,500,16850,neos-pseudoapplication-47,50,benchmark_suitable set_partitioning mixed_binary
neos-5041756-cobark,easy,60301,60000,0,301,30900,180900,neos-pseudoapplication-12,Unbounded,decomposition precedence variable_bound set_packing invariant_knapsack mixed_binary
neos-5041822-cockle,open,227668,149313,0,78355,546733,1362468,neos-pseudoapplication-25,5724245.704467608*,aggregations precedence variable_bound set_packing mixed_binary
neos-5044663-wairoa,open,63540,0,44513,19027,21479,538629,neos-pseudoapplication-53,4654500.0*,aggregations integer_knapsack general_linear
neos-5045105-creuse,open,3848,0,3780,68,252,23108,neos-pseudoapplication-78,20.57142909929996*,integer_knapsack general_linear
neos-5049753-cuanza,easy,242736,8304,0,234432,322248,1440672,neos-pseudoapplication-85,561.9999971689,benchmark benchmark_suitable variable_bound cardinality invariant_knapsack mixed_binary
neos-5051588-culgoa,easy,3918,0,3780,138,4144,31728,neos-pseudoapplication-86,134.5,decomposition benchmark_suitable precedence variable_bound integer_knapsack general_linear
neos-5052403-cygnet,easy,32868,32868,0,0,38268,4898304,neos-pseudoapplication-100,182,benchmark binary benchmark_suitable set_covering invariant_knapsack
neos-5075914-elvire,easy,5003,2638,0,2365,3720,11440,neos-pseudoapplication-35,323.838787386892,numerics aggregations precedence variable_bound set_packing mixed_binary
neos-5076235-embley,hard,49686,98,0,49588,63112,1089564,neos-pseudoapplication-17,2362,decomposition benchmark_suitable aggregations mixed_binary
neos-5078479-escaut,easy,3471,1330,0,2141,3442,9062,neos-pseudoapplication-35,9682.33817866805,benchmark_suitable aggregations variable_bound mixed_binary
neos-5079731-flyers,easy,49686,98,0,49588,63112,1089564,neos-pseudoapplication-17,2439.999999949,decomposition benchmark_suitable aggregations mixed_binary
neos-5081619-ganges,easy,66432,7900,0,58532,187024,547574,neos-pseudoapplication-59,Unbounded,numerics aggregations precedence variable_bound set_packing mixed_binary
neos-5083528-gimone,easy,60315,4792,55509,14,617,384472,neos-pseudoapplication-67,0,feasibility benchmark_suitable set_partitioning cardinality integer_knapsack general_linear
neos-5093327-huahum,hard,40640,64,0,40576,51840,784768,neos-pseudoapplication-17,6259.9999971259,benchmark decomposition benchmark_suitable aggregations mixed_binary
neos-5100895-inster,easy,29400,56,0,29344,39760,693168,neos-pseudoapplication-17,3132,benchmark_suitable aggregations mixed_binary
neos-5102383-irwell,hard,51450,98,0,51352,65464,1213044,neos-pseudoapplication-17,2210,decomposition benchmark_suitable aggregations mixed_binary
neos-5104907-jarama,hard,345856,9520,0,336336,489818,2053548,neos-pseudoapplication-24,935,benchmark benchmark_suitable aggregations variable_bound set_partitioning cardinality invariant_knapsack mixed_binary
neos-5106984-jizera,easy,470050,11410,0,458640,648984,2796682,neos-pseudoapplication-24,821,benchmark_suitable aggregations variable_bound set_partitioning cardinality invariant_knapsack mixed_binary
neos-5107597-kakapo,easy,3114,2976,0,138,6498,19392,neos-pseudoapplication-54,3644.99999999952,benchmark benchmark_suitable aggregations precedence mixed_binary
neos-5108386-kalang,easy,600880,12292,0,588588,849226,3585988,neos-pseudoapplication-104,730,benchmark_suitable aggregations variable_bound set_partitioning cardinality invariant_knapsack mixed_binary
neos-5114902-kasavu,hard,710164,14560,0,695604,961170,4240376,neos-pseudoapplication-104,655,benchmark benchmark_suitable variable_bound cardinality invariant_knapsack mixed_binary
neos-5115478-kaveri,easy,3114,2976,0,138,6498,19392,neos-pseudoapplication-54,1233.99999999096,numerics aggregations precedence mixed_binary
neos-5116085-kenana,easy,509236,12376,0,496860,690242,3032792,neos-pseudoapplication-24,602,benchmark_suitable variable_bound cardinality invariant_knapsack mixed_binary
neos-5118834-korana,easy,470050,11410,0,458640,649124,2796962,neos-pseudoapplication-24,757,benchmark_suitable aggregations variable_bound set_partitioning cardinality invariant_knapsack mixed_binary
neos-5118851-kowhai,easy,613152,14112,0,599040,859504,3643968,neos-pseudoapplication-104,1376,benchmark_suitable aggregations variable_bound set_partitioning cardinality invariant_knapsack mixed_binary
neos-5123665-limmat,easy,655522,13426,0,642096,904358,3911502,neos-pseudoapplication-104,730,benchmark_suitable aggregations variable_bound set_partitioning cardinality invariant_knapsack mixed_binary
neos-5125849-lopori,easy,8130,8040,90,0,453,20938,neos-pseudoapplication-42,0,feasibility benchmark_suitable aggregations set_partitioning set_packing equation_knapsack general_linear
neos-5129192-manaia,easy,164229,164229,0,0,531569,1599180,neos-pseudoapplication-51,0,binary feasibility benchmark_suitable precedence set_packing cardinality invariant_knapsack equation_knapsack binpacking mixed_binary
neos-5138690-middle,easy,562786,12418,0,550368,776608,3353966,neos-pseudoapplication-104,739,benchmark_suitable aggregations variable_bound set_partitioning cardinality invariant_knapsack mixed_binary
neos-5140963-mincio,easy,196,183,0,13,184,834,neos-pseudoapplication-109,14393,benchmark_suitable set_partitioning mixed_binary
neos-5149806-wieprz,easy,33753,33750,3,0,65380,502488,neos-pseudoapplication-15,21,benchmark_suitable precedence variable_bound set_packing set_covering binpacking
neos-5151569-mologa,open,108116,22230,0,85886,45671,517666,neos-pseudoapplication-82,686761063.8031197*,numerics aggregations set_packing mixed_binary
neos-5157194-moruya,easy,24557,13302,1681,9574,30175,9381778,neos-pseudoapplication-41,Infeasible,infeasible numerics aggregations variable_bound set_partitioning mixed_binary general_linear
neos-5178119-nalagi,easy,4167,4068,0,99,6921,74476,neos-pseudoapplication-62,22.73999999763,benchmark_suitable precedence set_partitioning set_packing set_covering cardinality invariant_knapsack knapsack mixed_binary general_linear
neos-5182409-nasivi,easy,2005,1600,0,405,580,14884,neos-pseudoapplication-32,301.99999992,benchmark_suitable aggregations set_partitioning set_packing invariant_knapsack mixed_binary general_linear
neos-5188808-nattai,easy,14544,288,0,14256,29452,133686,neos-pseudoapplication-98,0.110283622999984,benchmark decomposition benchmark_suitable aggregations precedence variable_bound set_partitioning cardinality knapsack mixed_binary
neos-5189128-totara,open,36025,35640,0,385,213702,1012554,neos-pseudoapplication-101,6459882.26*,set_partitioning set_packing cardinality mixed_binary
neos-5192052-neckar,easy,180,24,0,156,57,545,neos-pseudoapplication-74,-11670000,invariant_knapsack mixed_binary
neos-5193246-nerang,easy,14546,9792,0,4754,42256,175794,neos-pseudoapplication-32,0.0382197621728,benchmark_suitable aggregations precedence variable_bound set_partitioning cardinality invariant_knapsack knapsack mixed_binary
neos-5195221-niemur,easy,14546,9792,0,4754,42256,176586,neos-pseudoapplication-32,0.0038354326,benchmark benchmark_suitable aggregations precedence variable_bound set_partitioning cardinality invariant_knapsack knapsack mixed_binary
neos-5196530-nuhaka,hard,14544,9792,0,4752,42124,171702,neos-pseudoapplication-32,0.00682167508856644,aggregations precedence variable_bound set_partitioning cardinality invariant_knapsack knapsack mixed_binary
neos-520729,easy,91149,30708,0,60441,31178,322203,neos-pseudoapplication-50,-1385000.000166,numerics aggregations set_partitioning mixed_binary
neos-5221106-oparau,open,25445,25120,0,325,13897,245756,neos-pseudoapplication-46,55.5399999999997*,precedence variable_bound set_partitioning cardinality knapsack mixed_binary
neos-5223573-tarwin,hard,158244,190,0,158054,560182,2166505,neos-pseudoapplication-19,0.1058,feasibility aggregations variable_bound set_partitioning set_packing cardinality mixed_binary
neos-5251015-ogosta,hard,136971,232,0,136739,486531,1955388,neos-pseudoapplication-19,0.1058,feasibility aggregations variable_bound set_partitioning set_packing cardinality mixed_binary
neos-525149,easy,3640,3600,0,40,144120,1519200,neos-pseudoapplication-110,60.9999999910658,decomposition set_partitioning mixed_binary
neos-5260764-orauea,open,12940,12580,0,360,12304,82620,neos-pseudoapplication-102,82593.16768840607*,decomposition variable_bound set_partitioning cardinality binpacking knapsack mixed_binary
neos-5261882-treska,hard,2900,2730,0,170,2971,19342,neos-pseudoapplication-102,51614.874,decomposition precedence set_partitioning cardinality binpacking knapsack mixed_binary
neos-5266653-tugela,open,23310,22662,0,648,23458,171534,neos-pseudoapplication-102,65505.2005752763*,decomposition precedence set_partitioning cardinality binpacking knapsack mixed_binary
neos-5273874-yomtsa,hard,136971,232,0,136739,486492,1955349,neos-pseudoapplication-19,0,aggregations variable_bound set_partitioning set_packing cardinality mixed_binary
neos-555001,easy,3855,3782,73,0,3474,16649,neos-pseudoapplication-94,1210625,decomposition numerics aggregations precedence set_partitioning invariant_knapsack mixed_binary general_linear
neos-555343,easy,3815,3800,15,0,3326,16967,neos-pseudoapplication-15,1512800,decomposition benchmark_suitable aggregations precedence invariant_knapsack equation_knapsack binpacking mixed_binary general_linear
neos-555424,easy,3815,3800,15,0,2676,15667,neos-pseudoapplication-15,1286800,decomposition benchmark_suitable precedence invariant_knapsack equation_knapsack binpacking mixed_binary general_linear
neos-555884,easy,3815,3800,15,0,4331,19067,neos-pseudoapplication-32,1232700,decomposition benchmark_suitable aggregations precedence variable_bound set_partitioning cardinality equation_knapsack binpacking mixed_binary general_linear
neos-565672,easy,190589,175361,0,15228,318334,809816,neos-pseudoapplication-82,90693.549539,numerics precedence variable_bound invariant_knapsack mixed_binary
neos-574665,easy,740,184,64,492,3790,16792,neos-pseudoapplication-78,5761665.2169,decomposition aggregations variable_bound set_covering invariant_knapsack integer_knapsack mixed_binary general_linear
neos-578379,easy,17010,17010,0,0,21703,101560,neos-pseudoapplication-42,0,binary feasibility benchmark_suitable aggregations variable_bound set_partitioning set_packing cardinality
neos-585192,easy,2597,1044,0,1553,2628,72396,neos-pseudoapplication-92,461.1797,numerics aggregations precedence variable_bound mixed_binary
neos-585467,easy,2116,846,0,1270,2166,50058,neos-pseudoapplication-92,399.3739,numerics aggregations precedence variable_bound mixed_binary
neos-595904,easy,4508,1148,0,3360,2452,22364,neos-pseudoapplication-43,64829.59,decomposition benchmark_suitable set_partitioning mixed_binary
neos-619167,easy,3452,400,0,3052,6800,20020,neos-pseudoapplication-83,1.66489361858996,decomposition numerics precedence variable_bound mixed_binary
neos-631517,easy,1090,859,0,231,351,2743,neos-pseudoapplication-70,11490666.665,benchmark_suitable aggregations set_partitioning mixed_binary
neos-631710,easy,167056,167056,0,0,169576,834166,neos-pseudoapplication-75,203,benchmark binary benchmark_suitable precedence set_partitioning set_packing binpacking
neos-633273,easy,11154,11154,0,0,21781,63910,neos-pseudoapplication-10,6996841097.99778,binary aggregations set_partitioning cardinality invariant_knapsack
neos-662469,easy,18235,17907,328,0,1085,200055,neos-pseudoapplication-73,184380,benchmark benchmark_suitable variable_bound set_packing set_covering binpacking knapsack integer_knapsack general_linear
neos-686190,easy,3660,3600,60,0,3664,18085,neos-pseudoapplication-60,6730,benchmark_suitable precedence variable_bound set_partitioning set_covering general_linear
neos-691058,easy,3006,1755,0,1251,2667,30837,neos-pseudoapplication-110,296.999999999986,benchmark_suitable set_partitioning cardinality mixed_binary
neos-738098,easy,9093,8946,0,147,25849,101360,neos-pseudoapplication-15,-1099,benchmark_suitable precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack equation_knapsack binpacking mixed_binary general_linear
neos-780889,easy,182700,182700,0,0,73910,497210,neos-pseudoapplication-94,3421500,binary benchmark_suitable aggregations set_partitioning cardinality mixed_binary
neos-787933,easy,236376,236376,0,0,1897,298320,neos-pseudoapplication-36,30,benchmark binary decomposition benchmark_suitable binpacking mixed_binary
neos-799711,easy,41998,910,0,41088,59218,147164,neos-pseudoapplication-25,-11170211.734,numerics aggregations precedence variable_bound set_partitioning set_packing cardinality mixed_binary
neos-799716,easy,30619,910,0,29709,40418,99928,neos-pseudoapplication-1,4932670.66169,numerics aggregations precedence variable_bound set_partitioning set_packing cardinality mixed_binary
neos-807639,easy,1030,80,0,950,1541,5520,neos-pseudoapplication-79,454.2,benchmark_suitable aggregations variable_bound set_packing mixed_binary general_linear
neos-820879,easy,9522,9522,0,0,361,72356,neos-pseudoapplication-23,25467.9999999999,binary benchmark_suitable set_partitioning set_covering cardinality knapsack mixed_binary
neos-824661,easy,45390,15640,0,29750,18804,138890,neos-pseudoapplication-93,33,decomposition benchmark_suitable set_partitioning set_packing cardinality binpacking mixed_binary
neos-826224,easy,41820,27540,0,14280,17266,127840,neos-pseudoapplication-87,121,decomposition set_partitioning set_packing cardinality binpacking mixed_binary
neos-826650,easy,5912,5792,0,120,2414,20440,neos-pseudoapplication-87,29,decomposition benchmark_suitable aggregations set_partitioning set_packing cardinality binpacking mixed_binary general_linear
neos-827015,easy,79347,79347,0,0,7688,166239,neos-pseudoapplication-95,2.31958979,binary numerics precedence set_partitioning cardinality invariant_knapsack
neos-827175,easy,32504,21350,0,11154,14187,110790,neos-pseudoapplication-87,112.00152,benchmark decomposition benchmark_suitable aggregations set_partitioning set_packing cardinality binpacking mixed_binary general_linear
neos-829552,easy,40971,40971,0,0,5153,86952,neos-pseudoapplication-95,2.31958979,binary numerics precedence set_partitioning cardinality invariant_knapsack
neos-831188,easy,4612,4612,0,0,2185,11256,neos-pseudoapplication-94,2.61377462,binary benchmark_suitable aggregations precedence set_partitioning cardinality invariant_knapsack
neos-848198,open,10164,462,0,9702,924,29106,neos-pseudoapplication-3,51837.0*,mixed_binary
neos-848589,easy,550539,747,0,549792,1484,1101078,neos-pseudoapplication-77,2351.40309999697,benchmark benchmark_suitable cardinality mixed_binary
neos-850681,easy,2594,2479,16,99,2067,37113,neos-pseudoapplication-12,2472,benchmark_suitable aggregations variable_bound set_partitioning set_packing invariant_knapsack general_linear
neos-859770,easy,2504,2504,0,0,2065,880736,neos-pseudoapplication-81,Infeasible,infeasible binary benchmark_suitable set_partitioning invariant_knapsack mixed_binary
neos-860300,easy,1385,1384,0,1,850,384329,neos-pseudoapplication-23,3201,benchmark benchmark_suitable set_partitioning set_packing set_covering invariant_knapsack general_linear
neos-872648,hard,175219,87575,0,87644,93291,350438,neos-pseudoapplication-61,48.60790603143,decomposition precedence variable_bound mixed_binary
neos-873061,easy,175288,87644,0,87644,93360,350576,neos-pseudoapplication-61,113.6562385063,benchmark decomposition benchmark_suitable precedence variable_bound mixed_binary
neos-876808,easy,87268,87268,0,0,85808,682376,neos-pseudoapplication-62,169795.259907,binary decomposition benchmark_suitable aggregations set_packing set_covering invariant_knapsack knapsack mixed_binary
neos-885086,easy,4860,2430,0,2430,11574,248310,neos-pseudoapplication-8,-243,benchmark_suitable variable_bound set_packing mixed_binary
neos-885524,easy,91670,91670,0,0,65,258309,neos-pseudoapplication-100,12320.092,binary benchmark_suitable set_covering mixed_binary
neos-911970,easy,888,840,0,48,107,3408,neos-pseudoapplication-70,54.76,benchmark benchmark_suitable set_partitioning set_covering mixed_binary
neos-913984,easy,76000,76000,0,0,1076,152000,neos-pseudoapplication-2,1000,binary decomposition set_partitioning mixed_binary
neos-914441,easy,15007,15006,0,1,15129,59658,neos-pseudoapplication-75,9347771.99999999,decomposition numerics precedence set_partitioning cardinality mixed_binary
neos-932721,easy,22266,21825,0,441,18085,107908,neos-pseudoapplication-56,52030,decomposition precedence variable_bound set_packing invariant_knapsack mixed_binary
neos-933562,easy,3032,3024,0,8,3200,28800,neos-pseudoapplication-94,17.9999999999998,benchmark_suitable aggregations set_partitioning set_packing mixed_binary
neos-933638,easy,32417,28637,0,3780,13658,187173,neos-pseudoapplication-34,276,benchmark_suitable precedence variable_bound set_packing invariant_knapsack mixed_binary
neos-933966,easy,31762,27982,0,3780,12047,180618,neos-pseudoapplication-34,318,benchmark benchmark_suitable precedence variable_bound set_packing invariant_knapsack mixed_binary
neos-935234,easy,10309,7530,0,2779,9568,55271,neos-pseudoapplication-34,2432,benchmark_suitable precedence set_packing invariant_knapsack integer_knapsack mixed_binary general_linear
neos-935769,easy,9799,7020,0,2779,6741,36447,neos-pseudoapplication-34,3010,decomposition benchmark_suitable precedence variable_bound set_packing invariant_knapsack integer_knapsack mixed_binary general_linear
neos-941313,easy,167910,167910,0,0,13189,484080,neos-pseudoapplication-81,9360.99999999998,binary decomposition benchmark_suitable set_partitioning set_packing cardinality invariant_knapsack knapsack
neos-948346,easy,57855,57855,0,0,1570,540443,neos-pseudoapplication-48,-227.6,binary benchmark_suitable set_packing invariant_knapsack binpacking knapsack
neos-950242,easy,5760,5520,240,0,34224,104160,neos-pseudoapplication-72,4,benchmark benchmark_suitable aggregations precedence variable_bound set_partitioning set_covering invariant_knapsack general_linear
neos-952987,hard,31329,31329,0,0,354,90384,neos-pseudoapplication-22,Infeasible,infeasible binary set_covering equation_knapsack knapsack
neos-953928,easy,23305,23305,0,0,12498,169861,neos-pseudoapplication-13,-99.9044444446,binary decomposition benchmark_suitable precedence set_packing invariant_knapsack binpacking knapsack
neos-954925,hard,84718,84718,0,0,2989,844983,neos-pseudoapplication-48,-237.7688889,binary precedence set_packing invariant_knapsack binpacking knapsack
neos-956971,easy,57756,57756,0,0,2527,483560,neos-pseudoapplication-48,-237.7688889,binary benchmark_suitable precedence set_packing invariant_knapsack binpacking knapsack
neos-957143,easy,57756,57756,0,0,2767,497676,neos-pseudoapplication-48,-237.7688889,binary benchmark_suitable precedence set_packing invariant_knapsack binpacking knapsack
neos-957323,easy,57756,57756,0,0,3757,499656,neos-pseudoapplication-48,-237.7566815,benchmark binary benchmark_suitable precedence variable_bound set_packing invariant_knapsack binpacking knapsack
neos-960392,easy,59376,59376,0,0,4744,189503,neos-pseudoapplication-94,-238,benchmark binary benchmark_suitable precedence variable_bound set_partitioning set_packing invariant_knapsack binpacking knapsack
neos-983171,easy,8965,6557,0,2408,6711,36691,neos-pseudoapplication-34,2360,benchmark_suitable precedence variable_bound set_packing invariant_knapsack integer_knapsack mixed_binary general_linear
neos16,easy,377,336,41,0,1018,2801,neos-pseudoapplication-90,446,benchmark_suitable variable_bound integer_knapsack general_linear
neos17,easy,535,300,0,235,486,4931,neos-pseudoapplication-66,0.1500025774,benchmark benchmark_suitable mixed_binary
neos18,easy,3312,3312,0,0,11402,24614,neos-pseudoapplication-49,16,binary decomposition benchmark_suitable precedence variable_bound set_covering invariant_knapsack
neos2,easy,2101,1040,0,1061,1103,7326,neos-pseudoapplication-93,454.86469703,decomposition benchmark_suitable precedence variable_bound set_partitioning mixed_binary
neos22,easy,3240,454,0,2786,5208,12312,neos-pseudoapplication-27,779715,decomposition precedence variable_bound mixed_binary
neos4,easy,22884,17172,0,5712,38577,96042,neos-pseudoapplication-65,-48603440751,decomposition numerics aggregations precedence variable_bound set_packing mixed_binary
neos5,easy,63,53,0,10,63,2016,neos-pseudoapplication-21,15,benchmark benchmark_suitable mixed_binary
neos6,easy,8786,8340,0,446,1036,251946,neos-pseudoapplication-47,83,benchmark_suitable set_packing set_covering invariant_knapsack knapsack mixed_binary
neos8,easy,23228,23224,4,0,46324,313180,neos-pseudoapplication-15,-3719,benchmark benchmark_suitable precedence set_packing cardinality invariant_knapsack binpacking general_linear
neos859080,easy,160,80,80,0,164,1280,neos-pseudoapplication-96,Infeasible,benchmark infeasible benchmark_suitable variable_bound general_linear
neos9,easy,81408,2099,0,79309,31600,244224,neos-pseudoapplication-5,797.999999999987,decomposition benchmark_suitable variable_bound set_packing mixed_binary
net12,easy,14115,1603,0,12512,14021,80384,--,214,benchmark decomposition benchmark_suitable precedence set_packing cardinality invariant_knapsack mixed_binary
netdiversion,easy,129180,129180,0,0,119589,615282,--,242,benchmark binary benchmark_suitable precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack
newdano,easy,505,56,0,449,576,2184,dano,65.66666666,decomposition benchmark_suitable precedence variable_bound cardinality mixed_binary
nexp-150-20-1-5,easy,4470,2235,0,2235,4620,11175,exp_and_fc,66,decomposition variable_bound mixed_binary
nexp-150-20-8-5,easy,20115,17880,0,2235,4620,42465,exp_and_fc,231,benchmark benchmark_suitable set_packing mixed_binary
nexp-50-20-1-1,easy,490,245,0,245,540,1225,exp_and_fc,29,decomposition variable_bound mixed_binary
nexp-50-20-4-2,easy,1225,980,0,245,540,2695,exp_and_fc,71,decomposition set_packing mixed_binary
nh97_potential,easy,1180,630,328,222,1916,5748,--,1418,benchmark_suitable mixed_binary general_linear
nh97_tension,easy,1576,257,361,958,737,5264,--,1418,benchmark_suitable aggregations mixed_binary general_linear
nj1,open,78084,14280,0,63804,97579,321540,nj,NA,no_solution decomposition variable_bound set_partitioning mixed_binary
nj2,open,85224,14280,0,70944,118975,364332,nj,NA,no_solution decomposition precedence variable_bound set_partitioning mixed_binary
nj3,open,85224,14280,0,70944,118986,377422,nj,NA,no_solution decomposition precedence variable_bound set_partitioning mixed_binary
no-ip-64999,easy,2232,2187,45,0,2547,13590,noip,Infeasible,infeasible feasibility decomposition benchmark_suitable precedence set_covering general_linear
no-ip-65059,easy,2232,2187,45,0,2547,13590,noip,Infeasible,infeasible feasibility decomposition benchmark_suitable precedence set_covering general_linear
noswot,easy,128,75,25,28,182,735,--,-41.00000885,benchmark_suitable precedence variable_bound set_packing integer_knapsack mixed_binary general_linear
npmv07,easy,220686,1880,0,218806,76342,859614,--,104809812543.848,numerics aggregations variable_bound mixed_binary
ns1111636,hard,360822,13200,0,347622,13895,568444,neos-pseudoapplication-67,162,decomposition set_partitioning set_packing invariant_knapsack knapsack mixed_binary
ns1116954,easy,12648,7482,0,5166,131991,410582,neos-pseudoapplication-51,0,benchmark feasibility benchmark_suitable precedence set_partitioning set_packing cardinality binpacking knapsack mixed_binary
ns1208400,easy,2883,2880,0,3,4289,81746,neos-pseudoapplication-108,2,benchmark benchmark_suitable variable_bound set_partitioning set_covering invariant_knapsack mixed_binary general_linear
ns1430538,hard,33616,1680,0,31936,34960,178112,neos-pseudoapplication-76,88,decomposition precedence variable_bound mixed_binary
ns1456591,open,8399,8000,19,380,1997,199862,neos-pseudoapplication-52,988.1412834399999*,set_partitioning cardinality mixed_binary general_linear
ns1631475,open,22696,22470,211,15,24496,116733,neos-pseudoapplication-75,11100*,decomposition precedence variable_bound set_partitioning cardinality mixed_binary general_linear
ns1644855,easy,30200,10000,0,20200,40698,2110696,neos-pseudoapplication-76,-1524.33333333333,benchmark benchmark_suitable variable_bound set_partitioning mixed_binary general_linear
ns1679495,open,341780,10580,0,331200,14928,1678355,neos-pseudoapplication-9,2663944.15*,numerics precedence set_partitioning mixed_binary
ns1690781,open,5736,2880,0,2856,11181,262360,neos-pseudoapplication-8,-927.025889150118*,variable_bound set_packing mixed_binary
ns1760995,easy,17956,17822,0,134,615388,1854012,neos-pseudoapplication-12,-549.21438505,benchmark benchmark_suitable precedence variable_bound set_partitioning set_packing cardinality mixed_binary
ns1828997,open,27275,27275,0,0,81725,190670,neos-pseudoapplication-13,9*,binary precedence variable_bound cardinality invariant_knapsack
ns1830653,easy,1629,1458,0,171,2932,100933,neos-pseudoapplication-110,20622,benchmark benchmark_suitable variable_bound set_partitioning set_packing cardinality invariant_knapsack knapsack mixed_binary
ns1849932,open,128521,128164,0,357,128880,766124,neos-pseudoapplication-60,639.0*,set_covering cardinality mixed_binary
ns1856153,open,11998,11956,0,42,35407,105882,neos-pseudoapplication-6,34.7368033946254*,precedence variable_bound set_covering invariant_knapsack binpacking mixed_binary
ns1904248,open,38458,38416,0,42,149437,377258,neos-pseudoapplication-6,38.22*,precedence variable_bound set_covering invariant_knapsack mixed_binary
ns1905797,open,18192,17676,4,512,51884,239700,neos-pseudoapplication-102,NA,no_solution aggregations precedence variable_bound set_partitioning cardinality mixed_binary general_linear
ns1952667,easy,13264,0,13264,0,41,335643,neos-pseudoapplication-78,0,benchmark feasibility benchmark_suitable integer_knapsack general_linear
ns2034125,easy,12000,9000,0,3000,14401,2549071,neos-pseudoapplication-67,190020.999999998,numerics precedence variable_bound invariant_knapsack mixed_binary
ns2071214,easy,2720,2220,0,500,6250,21474,neos-pseudoapplication-46,507,benchmark_suitable precedence variable_bound set_partitioning set_packing set_covering cardinality invariant_knapsack mixed_binary
ns2122698,open,155103,16447,0,138656,139280,424272,neos-pseudoapplication-93,68749.99988531263*,decomposition aggregations set_partitioning set_packing cardinality mixed_binary general_linear
ns2124243,open,156083,16447,0,139636,139280,429032,neos-pseudoapplication-93,77460*,decomposition aggregations variable_bound set_partitioning cardinality mixed_binary general_linear
ns4-pr6,easy,6919,0,37,6882,2639,20868,nus-prxy,29314,decomposition aggregations variable_bound mixed_binary general_linear
ns930473,open,11328,11176,0,152,23240,121764,neos-pseudoapplication-46,821466*,variable_bound set_partitioning cardinality mixed_binary
nsa,easy,388,36,0,352,1297,4204,--,120,decomposition benchmark_suitable aggregations mixed_binary
nsr8k,open,38356,32040,0,6316,6284,371608,--,18011358.0*,mixed_binary general_linear
nsrand-ipx,easy,6621,6620,0,1,735,223261,--,51200,benchmark_suitable set_packing set_covering mixed_binary
nu120-pr12,easy,5868,5832,36,0,2313,17712,nus-prxy,42215,decomposition aggregations variable_bound cardinality general_linear
nu120-pr9,easy,7350,7308,42,0,2220,22176,nus-prxy,24945,decomposition numerics aggregations variable_bound cardinality general_linear
nu25-pr12,easy,5868,5832,36,0,2313,17712,nus-prxy,53905,benchmark decomposition benchmark_suitable aggregations variable_bound cardinality general_linear
nu4-pr9,easy,7350,7308,42,0,2220,22176,nus-prxy,35520,decomposition numerics aggregations variable_bound cardinality general_linear
nucorsav,open,55410,49360,0,6050,1812472,26170428,--,NA,no_solution precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack knapsack mixed_binary
nursesched-medium-hint03,hard,34248,34170,78,0,14062,622800,nursescheduling,115,benchmark decomposition benchmark_suitable set_partitioning set_packing cardinality invariant_knapsack general_linear
nursesched-medium04,easy,29667,29613,54,0,8668,621829,nursescheduling,237,decomposition benchmark_suitable set_partitioning set_packing set_covering cardinality invariant_knapsack general_linear
nursesched-sprint-hidden09,easy,11650,11630,20,0,4872,208050,nursescheduling,338,benchmark_suitable set_partitioning set_packing cardinality invariant_knapsack general_linear
